trial,testing,parameters,initial_deadline,final_deadline,net_reward,actions,success
1,False,"{'a': 0.6, 'e': 1.0}",25,0,-236.79065018096273,"{0: 14, 1: 1, 2: 3, 3: 3, 4: 4}",0
2,False,"{'a': 0.5999998080000102, 'e': 0.9999995950000273}",25,0,-196.36961551466626,"{0: 13, 1: 4, 2: 3, 3: 2, 4: 3}",0
3,False,"{'a': 0.5999992320001638, 'e': 0.9999983800004374}",20,0,-71.75448391725702,"{0: 13, 1: 2, 2: 4, 3: 0, 4: 1}",0
4,False,"{'a': 0.5999982720008294, 'e': 0.9999963550022143}",20,0,-164.95227223703992,"{0: 9, 1: 0, 2: 9, 3: 0, 4: 2}",0
5,False,"{'a': 0.5999969280026214, 'e': 0.9999935200069984}",20,0,-51.433148156088166,"{0: 16, 1: 0, 2: 3, 3: 0, 4: 1}",0
6,False,"{'a': 0.5999952000063999, 'e': 0.9999898750170859}",30,0,-41.60610176334871,"{0: 22, 1: 4, 2: 3, 3: 1, 4: 0}",0
7,False,"{'a': 0.599993088013271, 'e': 0.9999854200354293}",30,0,-161.98318363098826,"{0: 18, 1: 5, 2: 4, 3: 0, 4: 3}",0
8,False,"{'a': 0.5999905920245862, 'e': 0.9999801550656372}",20,1,-64.46490580163353,"{0: 12, 1: 2, 2: 3, 3: 2, 4: 0}",1
9,False,"{'a': 0.599987712041943, 'e': 0.9999740801119742}",30,0,-125.1185319409362,"{0: 19, 1: 4, 2: 5, 3: 0, 4: 2}",0
10,False,"{'a': 0.5999844480671845, 'e': 0.999967195179361}",25,0,-164.86347147615788,"{0: 14, 1: 1, 2: 6, 3: 2, 4: 2}",0
11,False,"{'a': 0.5999808001023997, 'e': 0.9999595002733742}",20,0,-134.64609288037687,"{0: 13, 1: 1, 2: 3, 3: 0, 4: 3}",0
12,False,"{'a': 0.5999767681499234, 'e': 0.999950995400247}",25,0,-84.32166956434646,"{0: 16, 1: 2, 2: 5, 3: 2, 4: 0}",0
13,False,"{'a': 0.5999723522123359, 'e': 0.9999416805668682}",25,0,-157.08792176488845,"{0: 15, 1: 3, 2: 4, 3: 0, 4: 3}",0
14,False,"{'a': 0.5999675522924636, 'e': 0.9999315557807827}",20,0,-49.92911099618577,"{0: 16, 1: 2, 2: 0, 3: 1, 4: 1}",0
15,False,"{'a': 0.5999623683933782, 'e': 0.9999206210501919}",25,0,-137.24153687178412,"{0: 14, 1: 2, 2: 6, 3: 2, 4: 1}",0
16,False,"{'a': 0.5999568005183975, 'e': 0.9999088763839525}",20,0,-154.15382303021968,"{0: 10, 1: 3, 2: 3, 3: 2, 4: 2}",0
17,False,"{'a': 0.599950848671085, 'e': 0.9998963217915781}",20,0,-63.79673550111754,"{0: 14, 1: 2, 2: 3, 3: 0, 4: 1}",0
18,False,"{'a': 0.5999445128552497, 'e': 0.9998829572832375}",30,0,-182.07417054154007,"{0: 18, 1: 3, 2: 3, 3: 4, 4: 2}",0
19,False,"{'a': 0.5999377930749468, 'e': 0.9998687828697563}",25,0,-102.42324638865936,"{0: 17, 1: 0, 2: 6, 3: 1, 4: 1}",0
20,False,"{'a': 0.5999306893344768, 'e': 0.9998537985626156}",20,0,-115.89808993310197,"{0: 9, 1: 5, 2: 4, 3: 1, 4: 1}",0
21,False,"{'a': 0.599923201638386, 'e': 0.9998380043739528}",30,0,-159.5999744827634,"{0: 17, 1: 2, 2: 9, 3: 0, 4: 2}",0
22,False,"{'a': 0.5999153299914667, 'e': 0.9998214003165611}",30,0,-128.03234827238157,"{0: 20, 1: 2, 2: 4, 3: 3, 4: 1}",0
23,False,"{'a': 0.5999070743987567, 'e': 0.9998039864038897}",30,0,-163.58309461122167,"{0: 17, 1: 4, 2: 6, 3: 1, 4: 2}",0
24,False,"{'a': 0.5998984348655395, 'e': 0.999785762650044}",30,0,-256.02520623394025,"{0: 14, 1: 4, 2: 5, 3: 4, 4: 3}",0
25,False,"{'a': 0.5998894113973444, 'e': 0.9997667290697854}",25,0,-135.51631368806196,"{0: 12, 1: 4, 2: 7, 3: 1, 4: 1}",0
26,False,"{'a': 0.5998800039999467, 'e': 0.9997468856785308}",20,0,-91.10980432007825,"{0: 15, 1: 2, 2: 0, 3: 1, 4: 2}",0
27,False,"{'a': 0.5998702126793667, 'e': 0.9997262324923534}",25,0,-87.74091940444299,"{0: 17, 1: 4, 2: 2, 3: 1, 4: 1}",0
28,False,"{'a': 0.5998600374418712, 'e': 0.9997047695279824}",30,14,-19.84836000987843,"{0: 12, 1: 0, 2: 4, 3: 0, 4: 0}",1
29,False,"{'a': 0.5998494782939722, 'e': 0.9996824968028027}",30,0,-123.82655663008812,"{0: 20, 1: 2, 2: 6, 3: 0, 4: 2}",0
30,False,"{'a': 0.5998385352424275, 'e': 0.9996594143348553}",30,0,-146.56453276315222,"{0: 19, 1: 2, 2: 6, 3: 1, 4: 2}",0
31,False,"{'a': 0.5998272082942407, 'e': 0.9996355221428369}",20,0,-86.9447843959897,"{0: 14, 1: 1, 2: 2, 3: 2, 4: 1}",0
32,False,"{'a': 0.5998154974566612, 'e': 0.9996108202461003}",25,0,-217.57019131812024,"{0: 12, 1: 5, 2: 1, 3: 4, 4: 3}",0
33,False,"{'a': 0.5998034027371837, 'e': 0.9995853086646539}",25,0,-160.07175669459158,"{0: 12, 1: 1, 2: 9, 3: 2, 4: 1}",0
34,False,"{'a': 0.5997909241435488, 'e': 0.9995589874191622}",20,0,-201.63713366744526,"{0: 9, 1: 2, 2: 4, 3: 2, 4: 3}",0
35,False,"{'a': 0.5997780616837431, 'e': 0.9995318565309452}",20,0,-78.32617516671043,"{0: 14, 1: 2, 2: 2, 3: 1, 4: 1}",0
36,False,"{'a': 0.5997648153659985, 'e': 0.9995039160219791}",20,8,-33.56635752505188,"{0: 10, 1: 0, 2: 1, 3: 0, 4: 1}",1
37,False,"{'a': 0.5997511851987923, 'e': 0.9994751659148957}",20,0,-119.58175560875799,"{0: 11, 1: 3, 2: 4, 3: 0, 4: 2}",0
38,False,"{'a': 0.5997371711908481, 'e': 0.9994456062329826}",20,0,-110.37224706694576,"{0: 13, 1: 2, 2: 3, 3: 0, 4: 2}",0
39,False,"{'a': 0.5997227733511349, 'e': 0.9994152370001831}",20,0,-140.25183264204162,"{0: 9, 1: 5, 2: 3, 3: 1, 4: 2}",0
40,False,"{'a': 0.5997079916888671, 'e': 0.9993840582410962}",25,0,-216.8646728590544,"{0: 12, 1: 4, 2: 3, 3: 3, 4: 3}",0
41,False,"{'a': 0.5996928262135053, 'e': 0.9993520699809768}",20,0,-68.90682385532008,"{0: 14, 1: 2, 2: 3, 3: 0, 4: 1}",0
42,False,"{'a': 0.599677276934755, 'e': 0.9993192722457354}",20,0,-48.79833512652681,"{0: 13, 1: 1, 2: 6, 3: 0, 4: 0}",0
43,False,"{'a': 0.599661343862568, 'e': 0.9992856650619379}",25,7,-117.43662013385766,"{0: 9, 1: 4, 2: 3, 3: 0, 4: 2}",1
44,False,"{'a': 0.5996450270071413, 'e': 0.9992512484568066}",25,0,-171.9026465738791,"{0: 15, 1: 1, 2: 5, 3: 1, 4: 3}",0
45,False,"{'a': 0.5996283263789179, 'e': 0.9992160224582186}",20,0,-96.83044584483076,"{0: 14, 1: 1, 2: 3, 3: 0, 4: 2}",0
46,False,"{'a': 0.5996112419885861, 'e': 0.999179987094707}",20,0,-193.93050832879007,"{0: 11, 1: 1, 2: 4, 3: 0, 4: 4}",0
47,False,"{'a': 0.5995937738470798, 'e': 0.9991431423954605}",20,0,-97.00559582722603,"{0: 13, 1: 1, 2: 4, 3: 1, 4: 1}",0
48,False,"{'a': 0.5995759219655787, 'e': 0.9991054883903233}",25,0,-64.08457913320387,"{0: 15, 1: 4, 2: 6, 3: 0, 4: 0}",0
49,False,"{'a': 0.5995576863555081, 'e': 0.9990670251097952}",30,0,-140.3203744076141,"{0: 17, 1: 4, 2: 6, 3: 2, 4: 1}",0
50,False,"{'a': 0.5995390670285387, 'e': 0.9990277525850313}",25,0,-144.08637498702157,"{0: 17, 1: 2, 2: 3, 3: 0, 4: 3}",0
51,False,"{'a': 0.5995200639965867, 'e': 0.9989876708478425}",20,0,-160.2729050632221,"{0: 8, 1: 4, 2: 5, 3: 1, 4: 2}",0
52,False,"{'a': 0.5995006772718144, 'e': 0.9989467799306948}",25,0,-177.86251162648244,"{0: 13, 1: 1, 2: 7, 3: 2, 4: 2}",0
53,False,"{'a': 0.599480906866629, 'e': 0.9989050798667101}",35,0,-185.07090290162557,"{0: 20, 1: 3, 2: 6, 3: 5, 4: 1}",1
54,False,"{'a': 0.5994607527936837, 'e': 0.9988625706896652}",35,0,-213.65719079310801,"{0: 19, 1: 3, 2: 8, 3: 3, 4: 2}",0
55,False,"{'a': 0.5994402150658771, 'e': 0.9988192524339927}",25,0,-146.15557996265719,"{0: 18, 1: 1, 2: 2, 3: 1, 4: 3}",0
56,False,"{'a': 0.5994192936963533, 'e': 0.9987751251347804}",20,0,-108.01225882839297,"{0: 13, 1: 1, 2: 4, 3: 0, 4: 2}",0
57,False,"{'a': 0.5993979886985019, 'e': 0.9987301888277713}",20,0,-52.55383633143883,"{0: 15, 1: 1, 2: 3, 3: 0, 4: 1}",0
58,False,"{'a': 0.5993763000859583, 'e': 0.9986844435493639}",35,25,-46.331584945004785,"{0: 8, 1: 0, 2: 0, 3: 1, 4: 1}",1
59,False,"{'a': 0.5993542278726032, 'e': 0.9986378893366118}",20,0,-88.47403628586497,"{0: 12, 1: 2, 2: 5, 3: 0, 4: 1}",0
60,False,"{'a': 0.5993317720725625, 'e': 0.9985905262272239}",25,0,-225.34535936416447,"{0: 15, 1: 0, 2: 4, 3: 2, 4: 4}",0
61,False,"{'a': 0.5993089327002082, 'e': 0.9985423542595644}",20,0,-183.59841091980468,"{0: 9, 1: 5, 2: 1, 3: 2, 4: 3}",0
62,False,"{'a': 0.5992857097701575, 'e': 0.9984933734726525}",25,0,-175.05142797471854,"{0: 12, 1: 2, 2: 8, 3: 1, 4: 2}",0
63,False,"{'a': 0.5992621032972729, 'e': 0.9984435839061627}",30,5,-112.07771503485216,"{0: 16, 1: 3, 2: 4, 3: 0, 4: 2}",1
64,False,"{'a': 0.5992381132966628, 'e': 0.9983929856004246}",25,0,-114.23404680392419,"{0: 17, 1: 1, 2: 5, 3: 0, 4: 2}",0
65,False,"{'a': 0.5992137397836805, 'e': 0.9983415785964227}",20,0,-142.50150293777455,"{0: 11, 1: 3, 2: 2, 3: 2, 4: 2}",0
66,False,"{'a': 0.5991889827739253, 'e': 0.9982893629357967}",30,0,-235.28841054559734,"{0: 15, 1: 1, 2: 9, 3: 2, 4: 3}",0
67,False,"{'a': 0.5991638422832415, 'e': 0.9982363386608414}",25,0,-126.0276769597119,"{0: 14, 1: 2, 2: 7, 3: 1, 4: 1}",0
68,False,"{'a': 0.5991383183277191, 'e': 0.9981825058145062}",20,0,-60.12977314089764,"{0: 15, 1: 1, 2: 3, 3: 0, 4: 1}",0
69,False,"{'a': 0.5991124109236934, 'e': 0.9981278644403959}",30,0,-142.73540265592803,"{0: 18, 1: 5, 2: 4, 3: 1, 4: 2}",0
70,False,"{'a': 0.5990861200877452, 'e': 0.9980724145827701}",20,0,-169.8810115269777,"{0: 13, 1: 0, 2: 1, 3: 3, 4: 3}",0
71,False,"{'a': 0.5990594458367007, 'e': 0.9980161562865429}",25,0,-158.0520726232133,"{0: 14, 1: 0, 2: 8, 3: 1, 4: 2}",0
72,False,"{'a': 0.599032388187631, 'e': 0.9979590895972839}",20,0,-93.02712502194134,"{0: 14, 1: 3, 2: 1, 3: 0, 4: 2}",0
73,False,"{'a': 0.5990049471578536, 'e': 0.9979012145612166}",20,0,-118.33749063877336,"{0: 12, 1: 2, 2: 4, 3: 0, 4: 2}",0
74,False,"{'a': 0.5989771227649303, 'e': 0.9978425312252203}",20,3,-26.623286294659668,"{0: 12, 1: 4, 2: 0, 3: 1, 4: 0}",1
75,False,"{'a': 0.598948915026669, 'e': 0.9977830396368281}",25,0,-128.66004581922851,"{0: 19, 1: 0, 2: 3, 3: 0, 4: 3}",0
76,False,"{'a': 0.5989203239611225, 'e': 0.9977227398442284}",20,0,-141.58337794760462,"{0: 10, 1: 3, 2: 4, 3: 1, 4: 2}",0
77,False,"{'a': 0.5988913495865891, 'e': 0.9976616318962641}",20,11,-38.37868820016621,"{0: 7, 1: 0, 2: 1, 3: 0, 4: 1}",1
78,False,"{'a': 0.5988619919216124, 'e': 0.9975997158424323}",25,2,-143.108623775507,"{0: 14, 1: 2, 2: 3, 3: 2, 4: 2}",1
79,False,"{'a': 0.5988322509849813, 'e': 0.9975369917328853}",20,0,-51.89908656371955,"{0: 16, 1: 1, 2: 2, 3: 0, 4: 1}",0
80,False,"{'a': 0.59880212679573, 'e': 0.9974734596184296}",20,0,-96.98674965498351,"{0: 13, 1: 1, 2: 3, 3: 2, 4: 1}",0
81,False,"{'a': 0.5987716193731379, 'e': 0.9974091195505261}",25,0,-140.99480642170886,"{0: 13, 1: 3, 2: 6, 3: 2, 4: 1}",0
82,False,"{'a': 0.5987407287367299, 'e': 0.9973439715812904}",25,0,-140.87978575182427,"{0: 13, 1: 4, 2: 4, 3: 3, 4: 1}",0
83,False,"{'a': 0.598709454906276, 'e': 0.9972780157634921}",30,0,-141.97329983916896,"{0: 18, 1: 3, 2: 5, 3: 3, 4: 1}",0
84,False,"{'a': 0.5986777979017914, 'e': 0.9972112521505556}",20,0,-162.86303562004744,"{0: 7, 1: 3, 2: 6, 3: 3, 4: 1}",0
85,False,"{'a': 0.5986457577435366, 'e': 0.9971436807965594}",20,0,-152.64175143204156,"{0: 12, 1: 2, 2: 1, 3: 3, 4: 2}",0
86,False,"{'a': 0.5986133344520173, 'e': 0.9970753017562363}",30,0,-280.9798021358512,"{0: 18, 1: 0, 2: 6, 3: 0, 4: 6}",1
87,False,"{'a': 0.5985805280479842, 'e': 0.9970061150849732}",20,0,-62.916853459401516,"{0: 13, 1: 0, 2: 6, 3: 1, 4: 0}",0
88,False,"{'a': 0.5985473385524337, 'e': 0.9969361208388114}",25,0,-100.5243044079152,"{0: 13, 1: 5, 2: 5, 3: 2, 4: 0}",0
89,False,"{'a': 0.598513765986607, 'e': 0.9968653190744463}",20,0,-50.28257242817567,"{0: 15, 1: 2, 2: 2, 3: 0, 4: 1}",0
90,False,"{'a': 0.5984798103719905, 'e': 0.9967937098492272}",25,0,-233.5168371719258,"{0: 13, 1: 2, 2: 5, 3: 1, 4: 4}",0
91,False,"{'a': 0.5984454717303157, 'e': 0.9967212932211577}",20,0,-126.93710768504376,"{0: 14, 1: 0, 2: 2, 3: 2, 4: 2}",0
92,False,"{'a': 0.5984107500835594, 'e': 0.9966480692488952}",30,0,-178.68542470848283,"{0: 18, 1: 2, 2: 7, 3: 0, 4: 3}",0
93,False,"{'a': 0.5983756454539435, 'e': 0.9965740379917509}",30,11,-100.88209117589622,"{0: 12, 1: 2, 2: 3, 3: 0, 4: 2}",1
94,False,"{'a': 0.598340157863935, 'e': 0.9964991995096906}",30,0,-149.77593898510096,"{0: 16, 1: 4, 2: 7, 3: 2, 4: 1}",0
95,False,"{'a': 0.5983042873362459, 'e': 0.9964235538633329}",25,0,-19.975155422604903,"{0: 20, 1: 1, 2: 4, 3: 0, 4: 0}",0
96,False,"{'a': 0.5982680338938333, 'e': 0.9963471011139512}",25,0,-240.16413289175628,"{0: 9, 1: 2, 2: 7, 3: 5, 4: 2}",0
97,False,"{'a': 0.5982313975598994, 'e': 0.9962698413234721}",25,4,-25.033383876351188,"{0: 16, 1: 1, 2: 4, 3: 0, 4: 0}",1
98,False,"{'a': 0.5981943783578915, 'e': 0.9961917745544759}",20,0,-124.171940103682,"{0: 9, 1: 3, 2: 6, 3: 1, 4: 1}",0
99,False,"{'a': 0.5981569763115019, 'e': 0.9961129008701969}",20,9,-120.58802274277654,"{0: 5, 1: 0, 2: 3, 3: 1, 4: 2}",1
100,False,"{'a': 0.5981191914446677, 'e': 0.9960332203345226}",20,0,-116.51885075221598,"{0: 10, 1: 1, 2: 7, 3: 1, 4: 1}",0
101,False,"{'a': 0.5980810237815717, 'e': 0.9959527330119943}",35,0,-148.00418299638858,"{0: 24, 1: 2, 2: 6, 3: 1, 4: 2}",0
102,False,"{'a': 0.5980424733466406, 'e': 0.9958714389678066}",20,0,-92.43600811991011,"{0: 14, 1: 1, 2: 2, 3: 2, 4: 1}",0
103,False,"{'a': 0.5980035401645472, 'e': 0.9957893382678079}",20,0,-101.95306574024393,"{0: 11, 1: 0, 2: 7, 3: 2, 4: 0}",0
104,False,"{'a': 0.5979642242602083, 'e': 0.9957064309784996}",25,0,-73.85148792569281,"{0: 15, 1: 3, 2: 6, 3: 1, 4: 0}",0
105,False,"{'a': 0.5979245256587864, 'e': 0.9956227171670368}",20,0,-39.03331853884874,"{0: 13, 1: 2, 2: 5, 3: 0, 4: 0}",0
106,False,"{'a': 0.5978844443856884, 'e': 0.9955381969012274}",20,0,-116.77321953085024,"{0: 13, 1: 0, 2: 5, 3: 0, 4: 2}",0
107,False,"{'a': 0.5978439804665666, 'e': 0.9954528702495329}",20,0,-146.85717415979724,"{0: 9, 1: 1, 2: 7, 3: 2, 4: 1}",0
108,False,"{'a': 0.5978031339273175, 'e': 0.995366737281068}",25,0,-86.90283472011596,"{0: 20, 1: 0, 2: 3, 3: 0, 4: 2}",0
109,False,"{'a': 0.5977619047940832, 'e': 0.9952797980656002}",20,0,-105.54418229313657,"{0: 14, 1: 2, 2: 1, 3: 1, 4: 2}",0
110,False,"{'a': 0.5977202930932503, 'e': 0.9951920526735505}",20,0,-64.79738215286595,"{0: 10, 1: 5, 2: 5, 3: 0, 4: 0}",0
111,False,"{'a': 0.5976782988514501, 'e': 0.9951035011759926}",20,0,-81.51060237286553,"{0: 12, 1: 3, 2: 4, 3: 0, 4: 1}",0
112,False,"{'a': 0.597635922095559, 'e': 0.995014143644653}",20,2,-145.14066307364178,"{0: 9, 1: 0, 2: 6, 3: 1, 4: 2}",1
113,False,"{'a': 0.5975931628526983, 'e': 0.9949239801519115}",25,0,-103.22349959771392,"{0: 17, 1: 0, 2: 6, 3: 1, 4: 1}",0
114,False,"{'a': 0.5975500211502337, 'e': 0.9948330107708006}",35,0,-174.76235157869138,"{0: 24, 1: 1, 2: 4, 3: 4, 4: 2}",0
115,False,"{'a': 0.597506497015776, 'e': 0.9947412355750052}",20,0,-123.07622131037985,"{0: 15, 1: 0, 2: 2, 3: 0, 4: 3}",0
116,False,"{'a': 0.5974625904771805, 'e': 0.9946486546388634}",30,0,-166.832009619995,"{0: 20, 1: 1, 2: 5, 3: 1, 4: 3}",0
117,False,"{'a': 0.5974183015625476, 'e': 0.9945552680373658}",20,0,-145.1410670923522,"{0: 10, 1: 3, 2: 4, 3: 1, 4: 2}",0
118,False,"{'a': 0.5973736303002221, 'e': 0.9944610758461554}",25,0,-156.6553519710798,"{0: 12, 1: 2, 2: 8, 3: 2, 4: 1}",0
119,False,"{'a': 0.5973285767187935, 'e': 0.994366078141528}",25,0,-222.18886202274675,"{0: 9, 1: 4, 2: 7, 3: 3, 4: 2}",0
120,False,"{'a': 0.5972831408470961, 'e': 0.9942702750004316}",20,10,-8.192253251258837,"{0: 9, 1: 0, 2: 0, 3: 1, 4: 0}",1
121,False,"{'a': 0.5972373227142092, 'e': 0.9941736665004669}",25,0,-156.4568908765742,"{0: 13, 1: 2, 2: 8, 3: 0, 4: 2}",0
122,False,"{'a': 0.597191122349456, 'e': 0.9940762527198866}",25,0,-103.60149711247632,"{0: 19, 1: 0, 2: 4, 3: 0, 4: 2}",0
123,False,"{'a': 0.5971445397824049, 'e': 0.993978033737596}",20,0,-89.25763356483027,"{0: 13, 1: 0, 2: 5, 3: 1, 4: 1}",0
124,False,"{'a': 0.5970975750428688, 'e': 0.9938790096331525}",20,14,2.991028216055444,"{0: 5, 1: 1, 2: 0, 3: 0, 4: 0}",1
125,False,"{'a': 0.5970502281609049, 'e': 0.9937791804867654}",20,9,-18.603882998702936,"{0: 7, 1: 2, 2: 2, 3: 0, 4: 0}",1
126,False,"{'a': 0.5970024991668155, 'e': 0.9936785463792964}",25,0,-67.8408422848197,"{0: 18, 1: 4, 2: 1, 3: 1, 4: 1}",0
127,False,"{'a': 0.5969543880911469, 'e': 0.9935771073922594}",30,0,-129.79755294535371,"{0: 20, 1: 2, 2: 6, 3: 0, 4: 2}",0
128,False,"{'a': 0.5969058949646903, 'e': 0.9934748636078196}",30,0,-119.54933567197264,"{0: 19, 1: 2, 2: 7, 3: 1, 4: 1}",0
129,False,"{'a': 0.5968570198184814, 'e': 0.9933718151087945}",25,0,-13.125130544102849,"{0: 20, 1: 2, 2: 3, 3: 0, 4: 0}",0
130,False,"{'a': 0.5968077626838001, 'e': 0.9932679619786535}",20,0,-65.18821931089093,"{0: 12, 1: 0, 2: 8, 3: 0, 4: 0}",0
131,False,"{'a': 0.5967581235921711, 'e': 0.9931633043015177}",30,1,-157.9577967088637,"{0: 14, 1: 5, 2: 5, 3: 5, 4: 0}",1
132,False,"{'a': 0.5967081025753633, 'e': 0.9930578421621596}",30,0,-242.18327070143923,"{0: 19, 1: 0, 2: 6, 3: 0, 4: 5}",0
133,False,"{'a': 0.5966576996653904, 'e': 0.9929515756460038}",20,0,-34.278654033017126,"{0: 14, 1: 3, 2: 2, 3: 1, 4: 0}",0
134,False,"{'a': 0.5966069148945099, 'e': 0.9928445048391259}",20,0,-76.600467090053,"{0: 13, 1: 2, 2: 4, 3: 0, 4: 1}",0
135,False,"{'a': 0.5965557482952243, 'e': 0.9927366298282535}",30,0,-240.25621437479532,"{0: 17, 1: 4, 2: 4, 3: 0, 4: 5}",0
136,False,"{'a': 0.5965041999002801, 'e': 0.992627950700765}",30,0,-61.87033525844402,"{0: 20, 1: 3, 2: 7, 3: 0, 4: 0}",0
137,False,"{'a': 0.5964522697426684, 'e': 0.9925184675446909}",20,0,-169.01075862686218,"{0: 11, 1: 0, 2: 6, 3: 0, 4: 3}",0
138,False,"{'a': 0.5963999578556244, 'e': 0.9924081804487123}",20,10,-3.5911311229465683,"{0: 7, 1: 3, 2: 0, 3: 0, 4: 0}",1
139,False,"{'a': 0.5963472642726276, 'e': 0.9922970895021618}",20,0,-155.27942152502524,"{0: 14, 1: 2, 2: 0, 3: 0, 4: 4}",0
140,False,"{'a': 0.5962941890274022, 'e': 0.992185194795023}",20,0,-134.84581446590514,"{0: 13, 1: 1, 2: 3, 3: 0, 4: 3}",0
141,False,"{'a': 0.5962407321539162, 'e': 0.9920724964179307}",30,0,-107.36340366499672,"{0: 20, 1: 2, 2: 6, 3: 1, 4: 1}",0
142,False,"{'a': 0.5961868936863818, 'e': 0.9919589944621705}",20,0,-96.98717291253098,"{0: 11, 1: 2, 2: 4, 3: 3, 4: 0}",0
143,False,"{'a': 0.5961326736592559, 'e': 0.991844689019679}",30,0,-230.92528674430042,"{0: 15, 1: 4, 2: 5, 3: 3, 4: 3}",0
144,False,"{'a': 0.5960780721072392, 'e': 0.9917295801830438}",35,0,-162.05044518741533,"{0: 25, 1: 2, 2: 4, 3: 1, 4: 3}",0
145,False,"{'a': 0.5960230890652767, 'e': 0.9916136680455027}",35,0,-215.12155165989412,"{0: 23, 1: 2, 2: 5, 3: 1, 4: 4}",0
146,False,"{'a': 0.5959677245685575, 'e': 0.9914969527009447}",35,16,-58.79537503116523,"{0: 11, 1: 1, 2: 7, 3: 0, 4: 0}",1
147,False,"{'a': 0.5959119786525149, 'e': 0.9913794342439094}",20,0,-98.55542879144127,"{0: 12, 1: 2, 2: 4, 3: 1, 4: 1}",0
148,False,"{'a': 0.5958558513528264, 'e': 0.9912611127695864}",20,0,-107.7649409635482,"{0: 14, 1: 1, 2: 2, 3: 1, 4: 2}",0
149,False,"{'a': 0.5957993427054132, 'e': 0.9911419883738163}",25,0,-117.07573094643845,"{0: 17, 1: 1, 2: 4, 3: 1, 4: 2}",0
150,False,"{'a': 0.5957424527464412, 'e': 0.9910220611530898}",20,0,-191.48031520829988,"{0: 10, 1: 1, 2: 4, 3: 2, 4: 3}",0
151,False,"{'a': 0.5956851815123198, 'e': 0.9909013312045479}",25,0,-166.59635282967702,"{0: 11, 1: 4, 2: 8, 3: 0, 4: 2}",0
152,False,"{'a': 0.5956275290397024, 'e': 0.990779798625982}",35,0,-220.5367371558995,"{0: 20, 1: 2, 2: 5, 3: 7, 4: 1}",0
153,False,"{'a': 0.5955694953654869, 'e': 0.9906574635158334}",20,0,-109.48354051772876,"{0: 11, 1: 1, 2: 6, 3: 1, 4: 1}",0
154,False,"{'a': 0.5955110805268145, 'e': 0.9905343259731935}",20,1,-109.48962718466338,"{0: 11, 1: 3, 2: 3, 3: 0, 4: 2}",1
155,False,"{'a': 0.595452284561071, 'e': 0.9904103860978036}",25,0,-39.412317512416315,"{0: 19, 1: 0, 2: 6, 3: 0, 4: 0}",0
156,False,"{'a': 0.5953931075058857, 'e': 0.9902856439900551}",25,0,-95.53370355975797,"{0: 15, 1: 4, 2: 5, 3: 0, 4: 1}",0
157,False,"{'a': 0.5953335493991319, 'e': 0.9901600997509893}",25,0,-78.43007226093548,"{0: 15, 1: 3, 2: 6, 3: 1, 4: 0}",0
158,False,"{'a': 0.5952736102789269, 'e': 0.9900337534822967}",20,0,-106.51922888890563,"{0: 14, 1: 2, 2: 2, 3: 0, 4: 2}",0
159,False,"{'a': 0.5952132901836316, 'e': 0.989906605286318}",20,0,-75.15178967315632,"{0: 9, 1: 5, 2: 6, 3: 0, 4: 0}",0
160,False,"{'a': 0.5951525891518508, 'e': 0.989778655266043}",30,0,-126.42757270501899,"{0: 20, 1: 1, 2: 6, 3: 2, 4: 1}",0
161,False,"{'a': 0.5950915072224333, 'e': 0.9896499035251115}",20,0,-158.2231846621509,"{0: 10, 1: 1, 2: 6, 3: 1, 4: 2}",0
162,False,"{'a': 0.5950300444344715, 'e': 0.9895203501678123}",20,0,-26.16760636614552,"{0: 17, 1: 0, 2: 1, 3: 2, 4: 0}",0
163,False,"{'a': 0.5949682008273016, 'e': 0.9893899952990833}",20,0,-138.26862040792315,"{0: 11, 1: 2, 2: 4, 3: 1, 4: 2}",0
164,False,"{'a': 0.5949059764405035, 'e': 0.9892588390245124}",20,0,-136.45925703957818,"{0: 10, 1: 3, 2: 5, 3: 0, 4: 2}",0
165,False,"{'a': 0.5948433713139007, 'e': 0.989126881450336}",25,0,-188.23382976169168,"{0: 16, 1: 1, 2: 2, 3: 3, 4: 3}",0
166,False,"{'a': 0.5947803854875606, 'e': 0.9889941226834397}",20,0,-139.92851189802863,"{0: 10, 1: 3, 2: 4, 3: 1, 4: 2}",0
167,False,"{'a': 0.5947170190017942, 'e': 0.988860562831358}",20,7,-39.49384148718142,"{0: 9, 1: 1, 2: 1, 3: 2, 4: 0}",1
168,False,"{'a': 0.5946532718971558, 'e': 0.9887262020022745}",20,0,-105.3029910994219,"{0: 10, 1: 3, 2: 6, 3: 0, 4: 1}",0
169,False,"{'a': 0.5945891442144436, 'e': 0.9885910403050214}",25,0,-65.97599022917639,"{0: 16, 1: 4, 2: 3, 3: 2, 4: 0}",0
170,False,"{'a': 0.5945246359946996, 'e': 0.9884550778490798}",25,0,-203.23524204519458,"{0: 12, 1: 4, 2: 5, 3: 1, 4: 3}",0
171,False,"{'a': 0.5944597472792088, 'e': 0.9883183147445792}",25,0,-38.74968985909534,"{0: 20, 1: 4, 2: 0, 3: 0, 4: 1}",0
172,False,"{'a': 0.5943944781095, 'e': 0.9881807511022976}",20,0,-119.32252594395177,"{0: 10, 1: 2, 2: 6, 3: 1, 4: 1}",0
173,False,"{'a': 0.5943288285273455, 'e': 0.9880423870336617}",35,9,-151.8236326559547,"{0: 17, 1: 0, 2: 6, 3: 0, 4: 3}",1
