trial,testing,parameters,initial_deadline,final_deadline,net_reward,actions,success
1320,False,"{'a': 0.2958322441805854, 'e': 0.3743505756632244}",25,15,10.60724419977822,"{0: 9, 1: 1, 2: 0, 3: 0, 4: 0}",1
1321,False,"{'a': 0.2954145501080097, 'e': 0.37351586563770955}",20,1,-58.40801902653711,"{0: 15, 1: 0, 2: 2, 3: 1, 4: 1}",1
1322,False,"{'a': 0.294996666970132, 'e': 0.3726808530643637}",20,16,7.269182049308322,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
1323,False,"{'a': 0.29457859503439743, 'e': 0.37184553861954756}",25,20,12.10099390313097,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
1324,False,"{'a': 0.29416033456837215, 'e': 0.3710099229798654}",30,7,18.951323410564783,"{0: 21, 1: 1, 2: 1, 3: 0, 4: 0}",1
1325,False,"{'a': 0.29374188583974276, 'e': 0.3701740068221657}",35,20,3.5748162386551874,"{0: 13, 1: 0, 2: 2, 3: 0, 4: 0}",1
1326,False,"{'a': 0.29332324911631646, 'e': 0.369337790823541}",30,11,20.725722079299484,"{0: 18, 1: 1, 2: 0, 3: 0, 4: 0}",1
1327,False,"{'a': 0.29290442466602085, 'e': 0.3685012756613256}",20,14,3.2555026139228365,"{0: 5, 1: 1, 2: 0, 3: 0, 4: 0}",1
1328,False,"{'a': 0.29248541275690326, 'e': 0.3676644620130974}",30,3,-58.20716228423117,"{0: 23, 1: 1, 2: 1, 3: 0, 4: 2}",1
1329,False,"{'a': 0.29206621365713165, 'e': 0.36682735055667476}",20,8,-40.032138005411376,"{0: 9, 1: 1, 2: 1, 3: 0, 4: 1}",1
1330,False,"{'a': 0.2916468276349931, 'e': 0.36598994197011847}",30,16,-23.987196811763834,"{0: 12, 1: 1, 2: 0, 3: 0, 4: 1}",1
1331,False,"{'a': 0.291227254958895, 'e': 0.365152236931729}",20,6,-12.241165185386134,"{0: 12, 1: 0, 2: 1, 3: 1, 4: 0}",1
1332,False,"{'a': 0.2908074958973636, 'e': 0.36431423612004776}",30,22,15.40647044008761,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
1333,False,"{'a': 0.2903875507190447, 'e': 0.3634759402138552}",20,9,3.1643435008438887,"{0: 9, 1: 1, 2: 1, 3: 0, 4: 0}",1
1334,False,"{'a': 0.28996741969270334, 'e': 0.3626373498921708}",30,0,-52.95809147998305,"{0: 23, 1: 1, 2: 5, 3: 0, 4: 1}",0
1335,False,"{'a': 0.28954710308722315, 'e': 0.3617984658342529}",20,13,-70.42745154022053,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 2}",1
1336,False,"{'a': 0.289126601171607, 'e': 0.3609592887195973}",25,14,-71.32660568651659,"{0: 8, 1: 1, 2: 0, 3: 0, 4: 2}",1
1337,False,"{'a': 0.28870591421497593, 'e': 0.3601198192279378}",25,17,7.68367440322497,"{0: 7, 1: 1, 2: 0, 3: 0, 4: 0}",1
1338,False,"{'a': 0.28828504248656955, 'e': 0.3592800580392442}",30,4,4.40076746578338,"{0: 23, 1: 1, 2: 1, 3: 1, 4: 0}",1
1339,False,"{'a': 0.28786398625574594, 'e': 0.3584400058337234}",25,5,-17.357608979866853,"{0: 18, 1: 1, 2: 0, 3: 0, 4: 1}",1
1340,False,"{'a': 0.2874427457919808, 'e': 0.3575996632918173}",20,10,5.737819577082864,"{0: 9, 1: 0, 2: 1, 3: 0, 4: 0}",1
1341,False,"{'a': 0.2870213213648683, 'e': 0.35675903109420365}",25,0,-27.271124397191308,"{0: 20, 1: 2, 2: 2, 3: 1, 4: 0}",0
1342,False,"{'a': 0.28659971324411987, 'e': 0.3559181099217944}",25,7,-18.749193824230545,"{0: 14, 1: 0, 2: 4, 3: 0, 4: 0}",1
1343,False,"{'a': 0.2861779216995647, 'e': 0.3550769004557353}",20,15,8.425955861761985,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
1344,False,"{'a': 0.28575594700114954, 'e': 0.35423540337740644}",20,12,-15.806066317934647,"{0: 6, 1: 1, 2: 0, 3: 1, 4: 0}",1
1345,False,"{'a': 0.2853337894189379, 'e': 0.35339361936842006}",25,10,-44.1521165982139,"{0: 11, 1: 2, 2: 1, 3: 0, 4: 1}",1
1346,False,"{'a': 0.28491144922311085, 'e': 0.3525515491106215}",20,15,11.418943557013097,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
1347,False,"{'a': 0.2844889266839661, 'e': 0.35170919328608724}",25,17,5.225924420446653,"{0: 7, 1: 0, 2: 1, 3: 0, 4: 0}",1
1348,False,"{'a': 0.2840662220719178, 'e': 0.35086655257712585}",20,14,11.455613351004734,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
1349,False,"{'a': 0.2836433356574972, 'e': 0.3500236276662758}",20,0,-147.71379188572948,"{0: 13, 1: 1, 2: 2, 3: 1, 4: 3}",0
1350,False,"{'a': 0.28322026771135134, 'e': 0.3491804192363067}",20,0,-29.45588347808688,"{0: 16, 1: 0, 2: 3, 3: 1, 4: 0}",0
1351,False,"{'a': 0.282797018504244, 'e': 0.34833692797021715}",25,6,-40.276753737071374,"{0: 16, 1: 0, 2: 1, 3: 1, 4: 1}",1
1352,False,"{'a': 0.2823735883070544, 'e': 0.3474931545512348}",25,10,-44.17535053141907,"{0: 10, 1: 3, 2: 1, 3: 0, 4: 1}",1
1353,False,"{'a': 0.2819499773907778, 'e': 0.34664909966281643}",25,12,16.280312471515025,"{0: 12, 1: 0, 2: 1, 3: 0, 4: 0}",1
1354,False,"{'a': 0.2815261860265254, 'e': 0.34580476398864607}",25,13,-35.03049486942509,"{0: 10, 1: 0, 2: 1, 3: 0, 4: 1}",1
1355,False,"{'a': 0.28110221448552347, 'e': 0.34496014821263604}",25,11,30.512251284259243,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
1356,False,"{'a': 0.280678063039114, 'e': 0.34411525301892454}",30,1,-55.21321871534515,"{0: 22, 1: 3, 2: 3, 3: 0, 4: 1}",1
1357,False,"{'a': 0.28025373195875375, 'e': 0.3432700790918772}",20,5,-11.438009881748819,"{0: 13, 1: 0, 2: 1, 3: 1, 4: 0}",1
1358,False,"{'a': 0.27982922151601447, 'e': 0.3424246271160843}",20,16,3.8024713708662876,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
1359,False,"{'a': 0.27940453198258314, 'e': 0.34157889777636236}",25,10,-26.031290181783,"{0: 13, 1: 0, 2: 1, 3: 0, 4: 1}",1
1360,False,"{'a': 0.27897966363026083, 'e': 0.34073289175775173}",25,10,1.5705137662487927,"{0: 13, 1: 0, 2: 2, 3: 0, 4: 0}",1
1361,False,"{'a': 0.2785546167309632, 'e': 0.3398866097455176}",20,10,-36.92605707423658,"{0: 8, 1: 0, 2: 1, 3: 0, 4: 1}",1
1362,False,"{'a': 0.2781293915567205, 'e': 0.3390400524251481}",25,17,3.629438155209302,"{0: 7, 1: 0, 2: 1, 3: 0, 4: 0}",1
1363,False,"{'a': 0.2777039883796766, 'e': 0.33819322048235456}",20,2,-124.73342026318586,"{0: 11, 1: 1, 2: 2, 3: 2, 4: 2}",1
1364,False,"{'a': 0.2772784074720897, 'e': 0.33734611460307107}",30,13,6.0579635265331095,"{0: 14, 1: 2, 2: 1, 3: 0, 4: 0}",1
1365,False,"{'a': 0.2768526491063315, 'e': 0.336498735473453}",20,12,2.8519264017308146,"{0: 7, 1: 0, 2: 1, 3: 0, 4: 0}",1
1366,False,"{'a': 0.2764267135548872, 'e': 0.3356510837798778}",20,13,14.209814676879883,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
1367,False,"{'a': 0.2760006010903558, 'e': 0.3348031602089429}",20,11,7.262118824086548,"{0: 8, 1: 0, 2: 1, 3: 0, 4: 0}",1
1368,False,"{'a': 0.27557431198544896, 'e': 0.3339549654474667}",20,0,-8.109863207664182,"{0: 17, 1: 1, 2: 1, 3: 1, 4: 0}",1
1369,False,"{'a': 0.27514784651299207, 'e': 0.3331065001824866}",30,3,-26.051556615295258,"{0: 22, 1: 1, 2: 2, 3: 2, 4: 0}",1
1370,False,"{'a': 0.27472120494592267, 'e': 0.33225776510125976}",25,18,12.495286451835316,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
1371,False,"{'a': 0.27429438755729146, 'e': 0.3314087608912613}",20,8,15.357880214197118,"{0: 11, 1: 0, 2: 1, 3: 0, 4: 0}",1
1372,False,"{'a': 0.27386739462026166, 'e': 0.3305594882401845}",20,0,13.741788152432397,"{0: 19, 1: 0, 2: 1, 3: 0, 4: 0}",0
1373,False,"{'a': 0.2734402264081085, 'e': 0.32970994783594043}",20,11,-8.188923465656012,"{0: 7, 1: 0, 2: 2, 3: 0, 4: 0}",1
1374,False,"{'a': 0.27301288319421996, 'e': 0.3288601403666565}",30,20,11.030869375042467,"{0: 9, 1: 1, 2: 0, 3: 0, 4: 0}",1
1375,False,"{'a': 0.2725853652520954, 'e': 0.32801006652067705}",20,8,19.81137130114217,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
1376,False,"{'a': 0.27215767285534637, 'e': 0.3271597269865614}",30,13,24.21389243697906,"{0: 16, 1: 1, 2: 0, 3: 0, 4: 0}",1
1377,False,"{'a': 0.27172980627769605, 'e': 0.326309122453085}",25,17,-25.94608683476329,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 1}",1
1378,False,"{'a': 0.27130176579297893, 'e': 0.3254582536092371}",35,15,17.87191231946195,"{0: 18, 1: 1, 2: 1, 3: 0, 4: 0}",1
1379,False,"{'a': 0.27087355167514104, 'e': 0.32460712114422174}",25,13,2.373513931080768,"{0: 10, 1: 1, 2: 1, 3: 0, 4: 0}",1
1380,False,"{'a': 0.27044516419823933, 'e': 0.323755725747456}",30,13,-17.15101400540791,"{0: 13, 1: 2, 2: 1, 3: 1, 4: 0}",1
1381,False,"{'a': 0.27001660363644164, 'e': 0.3229040681085699}",25,0,-13.481532918264854,"{0: 20, 1: 0, 2: 5, 3: 0, 4: 0}",0
1382,False,"{'a': 0.269587870264027, 'e': 0.3220521489174065}",20,16,5.38917562229384,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
1383,False,"{'a': 0.2691589643553844, 'e': 0.32119996886401986}",30,21,15.387474417333,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
1384,False,"{'a': 0.268729886185014, 'e': 0.3203475286386762}",20,2,-0.18034437730230346,"{0: 16, 1: 0, 2: 1, 3: 1, 4: 0}",1
1385,False,"{'a': 0.2683006360275255, 'e': 0.3194948289318517}",20,14,11.327833829718962,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
1386,False,"{'a': 0.26787121415763904, 'e': 0.3186418704342334}",20,8,-3.6455580978287623,"{0: 10, 1: 0, 2: 2, 3: 0, 4: 0}",1
1387,False,"{'a': 0.2674416208501848, 'e': 0.3177886538367173}",20,16,7.105017492757886,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
1388,False,"{'a': 0.2670118563801022, 'e': 0.31693517983040914}",30,17,17.958160631395685,"{0: 12, 1: 1, 2: 0, 3: 0, 4: 0}",1
1389,False,"{'a': 0.2665819210224408, 'e': 0.31608144910662267}",20,0,13.366471634910996,"{0: 18, 1: 1, 2: 1, 3: 0, 4: 0}",0
1390,False,"{'a': 0.266151815052359, 'e': 0.3152274623568795}",20,14,0.4105556897504621,"{0: 5, 1: 0, 2: 1, 3: 0, 4: 0}",1
1391,False,"{'a': 0.26572153874512455, 'e': 0.3143732202729092}",20,15,10.603779910779455,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
1392,False,"{'a': 0.26529109237611453, 'e': 0.3135187235466475}",25,11,-40.060392040821284,"{0: 11, 1: 0, 2: 2, 3: 0, 4: 1}",1
1393,False,"{'a': 0.26486047622081427, 'e': 0.3126639728702371}",30,10,-41.61989865578638,"{0: 16, 1: 0, 2: 3, 3: 0, 4: 1}",1
1394,False,"{'a': 0.2644296905548184, 'e': 0.31180896893602555}",25,18,-3.5411501179437788,"{0: 6, 1: 0, 2: 1, 3: 0, 4: 0}",1
1395,False,"{'a': 0.2639987356538296, 'e': 0.31095371243656644}",20,15,10.513970694392237,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
1396,False,"{'a': 0.26356761179365884, 'e': 0.310098204064617}",25,5,-28.4138206758294,"{0: 15, 1: 1, 2: 3, 3: 1, 4: 0}",1
1397,False,"{'a': 0.26313631925022574, 'e': 0.3092424445131395}",25,17,16.20980255017987,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
1398,False,"{'a': 0.2627048582995571, 'e': 0.3083864344752988}",20,14,4.15985128579735,"{0: 5, 1: 1, 2: 0, 3: 0, 4: 0}",1
1399,False,"{'a': 0.26227322921778823, 'e': 0.3075301746444628}",20,9,-18.988789516764328,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 1}",1
1400,False,"{'a': 0.2618414322811617, 'e': 0.3066736657142024}",30,12,28.334745160240175,"{0: 17, 1: 1, 2: 0, 3: 0, 4: 0}",1
1401,False,"{'a': 0.26140946776602725, 'e': 0.30581690837828934}",25,15,5.886250054160675,"{0: 9, 1: 0, 2: 1, 3: 0, 4: 0}",1
1402,False,"{'a': 0.2609773359488425, 'e': 0.3049599033306974}",20,12,-35.36064717532789,"{0: 6, 1: 0, 2: 1, 3: 0, 4: 1}",1
1403,False,"{'a': 0.2605450371061715, 'e': 0.3041026512656002}",25,13,9.059665918082574,"{0: 11, 1: 0, 2: 1, 3: 0, 4: 0}",1
1404,False,"{'a': 0.26011257151468575, 'e': 0.30324515287737236}",25,19,12.028710122397635,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
1405,False,"{'a': 0.2596799394511632, 'e': 0.30238740886058707}",20,10,6.707088100136214,"{0: 9, 1: 0, 2: 1, 3: 0, 4: 0}",1
1406,False,"{'a': 0.25924714119248804, 'e': 0.3015294199100173}",20,4,27.54762304679493,"{0: 16, 1: 0, 2: 0, 3: 0, 4: 0}",1
1407,False,"{'a': 0.25881417701565157, 'e': 0.3006711867206339}",25,0,-168.1595661332524,"{0: 17, 1: 1, 2: 3, 3: 0, 4: 4}",0
1408,False,"{'a': 0.2583810471977505, 'e': 0.2998127099876055}",30,8,15.3899668585551,"{0: 21, 1: 0, 2: 0, 3: 1, 4: 0}",1
1409,False,"{'a': 0.25794775201598813, 'e': 0.2989539904062986}",20,15,8.984602997632443,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
1410,False,"{'a': 0.2575142917476733, 'e': 0.2980950286722756}",30,3,10.666934045951368,"{0: 24, 1: 1, 2: 2, 3: 0, 4: 0}",1
1411,False,"{'a': 0.25708066667022045, 'e': 0.29723582548129596}",20,6,-29.992083182554307,"{0: 12, 1: 0, 2: 1, 3: 0, 4: 1}",1
1412,False,"{'a': 0.2566468770611498, 'e': 0.2963763815293136}",25,6,-8.849653402103106,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 1}",1
1413,False,"{'a': 0.2562129231980865, 'e': 0.2955166975124787}",20,2,-16.169227373633017,"{0: 15, 1: 0, 2: 2, 3: 1, 4: 0}",1
1414,False,"{'a': 0.2557788053587612, 'e': 0.29465677412713476}",30,17,2.964392037813792,"{0: 11, 1: 0, 2: 2, 3: 0, 4: 0}",1
1415,False,"{'a': 0.25534452382100914, 'e': 0.29379661206982005}",30,4,-19.135802328077993,"{0: 22, 1: 1, 2: 1, 3: 2, 4: 0}",1
1416,False,"{'a': 0.25491007886277045, 'e': 0.29293621203726566}",20,0,-52.280342799614246,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 2}",0
1417,False,"{'a': 0.25447547076209015, 'e': 0.29207557472639534}",25,10,-12.095121412709243,"{0: 12, 1: 1, 2: 1, 3: 1, 4: 0}",1
1418,False,"{'a': 0.25404069979711713, 'e': 0.2912147008343256}",20,0,2.6485868422964653,"{0: 18, 1: 0, 2: 2, 3: 0, 4: 0}",0
1419,False,"{'a': 0.253605766246105, 'e': 0.29035359105836395}",20,6,-64.64083442428189,"{0: 10, 1: 0, 2: 2, 3: 1, 4: 1}",1
1420,False,"{'a': 0.25317067038741115, 'e': 0.28949224609600965}",20,4,-37.37860909913428,"{0: 14, 1: 0, 2: 0, 3: 1, 4: 1}",1
1421,False,"{'a': 0.25273541249949677, 'e': 0.2886306666449516}",25,3,-49.90674791531252,"{0: 19, 1: 1, 2: 0, 3: 0, 4: 2}",1
1422,False,"{'a': 0.25229999286092714, 'e': 0.28776885340306957}",25,17,3.5060279790303293,"{0: 6, 1: 2, 2: 0, 3: 0, 4: 0}",1
1423,False,"{'a': 0.25186441175037066, 'e': 0.2869068070684318}",25,11,-25.342364163725875,"{0: 12, 1: 0, 2: 1, 3: 0, 4: 1}",1
1424,False,"{'a': 0.2514286694465992, 'e': 0.28604452833929617}",25,12,-27.7269482205365,"{0: 11, 1: 0, 2: 1, 3: 0, 4: 1}",1
1425,False,"{'a': 0.250992766228488, 'e': 0.2851820179141081}",30,11,18.90039959618357,"{0: 18, 1: 0, 2: 1, 3: 0, 4: 0}",1
1426,False,"{'a': 0.25055670237501476, 'e': 0.28431927649150124}",20,1,7.9160975784157275,"{0: 18, 1: 0, 2: 0, 3: 1, 4: 0}",1
1427,False,"{'a': 0.25012047816526073, 'e': 0.283456304770296}",25,17,4.10671954806557,"{0: 7, 1: 0, 2: 1, 3: 0, 4: 0}",1
1428,False,"{'a': 0.24968409387840923, 'e': 0.2825931034494992}",20,3,-65.83429413269978,"{0: 14, 1: 0, 2: 1, 3: 0, 4: 2}",1
1429,False,"{'a': 0.24924754979374603, 'e': 0.2817296732283042}",25,9,13.987008413488972,"{0: 14, 1: 2, 2: 0, 3: 0, 4: 0}",1
1430,False,"{'a': 0.2488108461906596, 'e': 0.28086601480608914}",25,9,-6.389089328016461,"{0: 14, 1: 0, 2: 1, 3: 1, 4: 0}",1
1431,False,"{'a': 0.24837398334863997, 'e': 0.2800021288824176}",25,9,-59.793427872060164,"{0: 12, 1: 0, 2: 2, 3: 1, 4: 1}",1
1432,False,"{'a': 0.2479369615472796, 'e': 0.2791380161570368}",20,5,25.676104636481238,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
1433,False,"{'a': 0.24749978106627232, 'e': 0.2782736773298784}",30,16,-13.202349238767214,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 1}",1
1434,False,"{'a': 0.24706244218541346, 'e': 0.27740911310105637}",25,0,-25.198043429178117,"{0: 21, 1: 1, 2: 1, 3: 2, 4: 0}",0
1435,False,"{'a': 0.24662494518460015, 'e': 0.27654432417086805}",20,15,8.453629785856647,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
1436,False,"{'a': 0.24618729034383025, 'e': 0.27567931123979234}",30,18,10.354230260766549,"{0: 11, 1: 0, 2: 1, 3: 0, 4: 0}",1
1437,False,"{'a': 0.24574947794320304, 'e': 0.27481407500848937}",25,14,21.84338628939084,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
1438,False,"{'a': 0.24531150826291834, 'e': 0.27394861617780086}",30,11,11.226238779523442,"{0: 18, 1: 0, 2: 0, 3: 1, 4: 0}",1
1439,False,"{'a': 0.2448733815832766, 'e': 0.273082935448748}",20,2,-14.27458593827169,"{0: 15, 1: 0, 2: 2, 3: 1, 4: 0}",1
1440,False,"{'a': 0.2444350981846791, 'e': 0.2722170335225326}",25,13,9.4617531945654,"{0: 11, 1: 0, 2: 1, 3: 0, 4: 0}",1
1441,False,"{'a': 0.24399665834762702, 'e': 0.2713509111005347}",25,8,-27.106689693098865,"{0: 14, 1: 1, 2: 1, 3: 0, 4: 1}",1
1442,False,"{'a': 0.243558062352722, 'e': 0.2704845688843139}",30,11,-11.096391632944652,"{0: 15, 1: 1, 2: 3, 3: 0, 4: 0}",1
1443,False,"{'a': 0.24311931048066543, 'e': 0.26961800757560683}",25,20,9.293683345655563,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
1444,False,"{'a': 0.24268040301225835, 'e': 0.2687512278763286}",25,14,17.90016407706824,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
1445,False,"{'a': 0.2422413402284017, 'e': 0.26788423048857046}",30,22,3.271827887291705,"{0: 7, 1: 0, 2: 1, 3: 0, 4: 0}",1
1446,False,"{'a': 0.24180212241009547, 'e': 0.26701701611460005}",20,10,-26.664175747312804,"{0: 8, 1: 1, 2: 0, 3: 0, 4: 1}",1
1447,False,"{'a': 0.24136274983843928, 'e': 0.26614958545686146}",30,0,-3.5506827215190637,"{0: 27, 1: 1, 2: 1, 3: 0, 4: 1}",0
1448,False,"{'a': 0.2409232227946314, 'e': 0.26528193921797294}",20,0,18.71642187578399,"{0: 19, 1: 0, 2: 1, 3: 0, 4: 0}",0
1449,False,"{'a': 0.24048354155996907, 'e': 0.26441407810072837}",20,0,4.956024800961655,"{0: 18, 1: 0, 2: 2, 3: 0, 4: 0}",0
1450,False,"{'a': 0.24004370641584843, 'e': 0.2635460028080948}",20,1,2.661191777867778,"{0: 17, 1: 1, 2: 0, 3: 1, 4: 0}",1
1451,False,"{'a': 0.2396037176437638, 'e': 0.26267771404321355}",25,19,13.123229274288732,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
1452,False,"{'a': 0.23916357552530815, 'e': 0.26180921250939815}",30,13,19.34370099892163,"{0: 16, 1: 0, 2: 1, 3: 0, 4: 0}",1
1453,False,"{'a': 0.23872328034217233, 'e': 0.26094049891013504}",20,7,21.723240141863702,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
1454,False,"{'a': 0.23828283237614514, 'e': 0.26007157394908215}",30,9,18.345060260238867,"{0: 19, 1: 2, 2: 0, 3: 0, 4: 0}",1
1455,False,"{'a': 0.23784223190911347, 'e': 0.25920243833006834}",25,14,-10.682675772307046,"{0: 8, 1: 1, 2: 2, 3: 0, 4: 0}",1
1456,False,"{'a': 0.2374014792230614, 'e': 0.2583330927570939}",25,13,8.351748614151903,"{0: 11, 1: 0, 2: 1, 3: 0, 4: 0}",1
1457,False,"{'a': 0.2369605746000708, 'e': 0.2574635379343282}",20,4,15.607680100062591,"{0: 14, 1: 2, 2: 0, 3: 0, 4: 0}",1
1458,False,"{'a': 0.23651951832232057, 'e': 0.2565937745661111}",20,5,4.530633643690551,"{0: 13, 1: 1, 2: 1, 3: 0, 4: 0}",1
1459,False,"{'a': 0.23607831067208657, 'e': 0.2557238033569504}",20,8,19.870655428821664,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
1460,False,"{'a': 0.23563695193174192, 'e': 0.25485362501152314}",25,6,5.65977659241211,"{0: 16, 1: 1, 2: 2, 3: 0, 4: 0}",1
1461,False,"{'a': 0.23519544238375595, 'e': 0.2539832402346734}",30,1,42.44010656133268,"{0: 29, 1: 0, 2: 0, 3: 0, 4: 0}",1
1462,False,"{'a': 0.23475378231069502, 'e': 0.2531126497314131}",30,12,21.48832971499157,"{0: 17, 1: 0, 2: 1, 3: 0, 4: 0}",1
1463,False,"{'a': 0.2343119719952214, 'e': 0.2522418542069204}",20,0,14.515714723310438,"{0: 19, 1: 0, 2: 1, 3: 0, 4: 0}",1
1464,False,"{'a': 0.2338700117200936, 'e': 0.2513708543665394}",30,13,32.43228602795869,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
1465,False,"{'a': 0.23342790176816638, 'e': 0.2504996509157803}",30,10,36.00828087098451,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",1
1466,False,"{'a': 0.2329856424223899, 'e': 0.2496282445603174}",25,14,21.77891298221078,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
1467,False,"{'a': 0.23254323396581034, 'e': 0.2487566360059903}",35,0,-23.760907571243518,"{0: 28, 1: 2, 2: 4, 3: 1, 4: 0}",0
1468,False,"{'a': 0.23210067668156895, 'e': 0.24788482595880143}",25,15,17.797015011884042,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
1469,False,"{'a': 0.2316579708529023, 'e': 0.2470128151249173}",25,7,9.808885375642998,"{0: 16, 1: 0, 2: 2, 3: 0, 4: 0}",1
1470,False,"{'a': 0.23121511676314235, 'e': 0.2461406042106662}",20,5,-19.366818154418127,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 1}",1
1471,False,"{'a': 0.23077211469571543, 'e': 0.24526819392253935}",35,18,-25.95207767542377,"{0: 13, 1: 0, 2: 3, 3: 1, 4: 0}",1
1472,False,"{'a': 0.23032896493414312, 'e': 0.24439558496718886}",25,11,7.327817390127269,"{0: 12, 1: 1, 2: 1, 3: 0, 4: 0}",1
1473,False,"{'a': 0.22988566776204108, 'e': 0.24352277805142766}",25,15,-33.853214892334755,"{0: 8, 1: 1, 2: 0, 3: 0, 4: 1}",1
1474,False,"{'a': 0.22944222346311943, 'e': 0.2426497738822298}",30,13,17.89734956752441,"{0: 16, 1: 0, 2: 1, 3: 0, 4: 0}",1
1475,False,"{'a': 0.22899863232118267, 'e': 0.24177657316672813}",25,14,19.235723054944415,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
1476,False,"{'a': 0.22855489462012896, 'e': 0.24090317661221564}",20,2,13.757792828390663,"{0: 17, 1: 0, 2: 1, 3: 0, 4: 0}",1
1477,False,"{'a': 0.22811101064395062, 'e': 0.24002958492614304}",25,17,13.113645273147888,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
1478,False,"{'a': 0.22766698067673322, 'e': 0.23915579881611998}",20,0,8.071608082454611,"{0: 18, 1: 0, 2: 2, 3: 0, 4: 0}",0
1479,False,"{'a': 0.22722280500265585, 'e': 0.23828181898991277}",25,19,13.144536902746513,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
1480,False,"{'a': 0.2267784839059912, 'e': 0.2374076461554454}",20,13,0.04277169933473157,"{0: 6, 1: 0, 2: 1, 3: 0, 4: 0}",1
1481,False,"{'a': 0.22633401767110442, 'e': 0.2365332810207974}",20,3,18.71137513100713,"{0: 16, 1: 0, 2: 1, 3: 0, 4: 0}",1
1482,False,"{'a': 0.22588940658245418, 'e': 0.23565872429420495}",20,12,-25.463424762861308,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 1}",1
1483,False,"{'a': 0.22544465092459146, 'e': 0.23478397668405868}",20,14,-8.332425932184364,"{0: 5, 1: 0, 2: 0, 3: 1, 4: 0}",1
1484,False,"{'a': 0.2249997509821597, 'e': 0.23390903889890394}",20,10,9.240964118903653,"{0: 9, 1: 1, 2: 0, 3: 0, 4: 0}",1
1485,False,"{'a': 0.22455470703989514, 'e': 0.23303391164744067}",20,9,15.919327251139727,"{0: 10, 1: 1, 2: 0, 3: 0, 4: 0}",1
1486,False,"{'a': 0.2241095193826256, 'e': 0.2321585956385215}",25,13,8.205268749675362,"{0: 11, 1: 0, 2: 1, 3: 0, 4: 0}",1
1487,False,"{'a': 0.2236641882952714, 'e': 0.2312830915811528}",30,7,15.967013386083334,"{0: 21, 1: 1, 2: 1, 3: 0, 4: 0}",1
1488,False,"{'a': 0.22321871406284435, 'e': 0.23040740018449232}",25,2,-27.683018718331642,"{0: 20, 1: 0, 2: 2, 3: 0, 4: 1}",1
1489,False,"{'a': 0.22277309697044784, 'e': 0.2295315221578505}",35,14,-26.417108470933844,"{0: 19, 1: 0, 2: 0, 3: 1, 4: 1}",1
1490,False,"{'a': 0.22232733730327695, 'e': 0.22865545821068808}",30,19,18.87549759610325,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
